email_text,sentiment
"Subject : I'm waiting to hear from you  To: Kaitlin Davis <kadavi26@ncsu.edu>  Good day, I'm Dr. Mrs. Valerie Baptiste-Andrews, married to late Mr. Serge Baptiste-Andrews, who was a businessman and a politician here. Before his sudden death we deposited the sum of $2.8 million dollars in one of the banks here. I am very sick and diagnosed, so i decided to financially support disability and less fortunate people. Give 80% of the funds to disabilities and less fortunate people. The remaining 20% is for your efforts. I want to fulfill the vow i made with my late husband. I will give you more details as soon as i hear from you.  Dr. Mrs. Valerie Baptiste-Andrews",Suspicious/Scam
"Lee Ingham <28531317@uts.edu.ve>  : Sat, May 4, 2024 at 1:11 PM  Subject: (4 photos) to you from Lee Ingham  To: Melissa Yan <myanmd698@gmail.com>  Photographs | March 23 | New http://www.nbzab.irsrov.com/         “Those who have succeeded at anything and don’t mention luck are kidding themselves.” – Larry King",Neutral/Benign
"From:Melissa Yan <my2457@stern.nyu.edu>  : Tue, Apr 30, 2024 at 3:00 PM  Subject: Melissa Yan, Systematic Trading  To:  Saurav Premkumar <sp7818@nyu.edu>  Hi Sourav,    I hope you're doing well! I wanted to ask about the currency assignment. In your feedback, you noted that I didn't have returns for the other lags and didn't have a sensitivity analysis. In my excel, the returns are dependent on cells O3 and O4 which are the values of T and the , so when I adjust it, the returns, the sensitivity adjusted returns, the previous cell, and the Sharpe ratios adjust. I included the hard-coded table of the Sharpe ratios of the return based on the T value.  Would this not count as the sensitivity analysis and returns for other lags?    Best,  Melissa",Neutral/Benign
"Saurav Premkumar <sp7818@nyu.edu>  : Tue, Apr 30, 2024 at 4:39 PM  Subject: Re: Melissa Yan, Systematic Trading  To: Melissa Yan <my2457@stern.nyu.edu>  Hey Melissa,    Thanks for reaching out. I will get back to you once I re-evaluate your assignment.    Regards,  Saurav",Neutral/Benign
"Saurav Premkumar <sp7818@nyu.edu>  : Tue, Apr 30, 2024 at 4:39 PM  Subject: Re: Melissa Yan, Systematic Trading  To: Melissa Yan <my2457@stern.nyu.edu>  Hey Melissa,    Apologies for the oversight. I have upd your grade.    Best,  Saurav",Neutral/Benign
" Melissa Yan <my2457@stern.nyu.edu>   : Thu, Apr 18, 2024 at 4:06 PM  Subject: Melissa Yan, EAGC Class #1  To: Jeannine Chandler <jeannine.chandler@nyu.edu>  Hi Dr. Chandler,    I hope you're doing well! I was looking for some help and clarification on the paper. I'm writing about the history and impact of the One-Child Policy:    1) If I write multiple sentences in a row using information from the same source, should each   sentence have a separate footnote? How about if they are taken from the same or different page from the source?         2) I wanted to run my upd argument by you: ""The widespread social and economic repercussions of the One-Child Policy are unlikely to be addressed by the Three-Child Policy."" Should I go further into reasons why in my thesis? I would mention the massive portion of the population leaving the workforce, the skill/sex composition of the workforce, urban/rural child-raising costs for economic impacts. For social impacts, I want to talk about the impacts of more men in society, such as more discontent and fertility rate decline. These impacts will last for decades, and incentives the Three-Child Policy won't boost fertility in the short-term as child-raising costs are still very high and many developed countries have low fertility rates.        3) Is there a minimum word count? The footnotes look like they will take up a decent portion of the page.         Thanks for your help!    Best,  Melissa",Neutral/Benign
"Lee Ingham <ramurillog@unah.hn>  : Thu, Apr 18, 2024 at 1:39 PM  Subject: Sad announcement - Lee Ingham  To: <myanmd698@gmail.com>  Not intending to trigger any memories, just wanted to share these photographs http://www.ecoyk.eldeafos.com/        “I never think when I write. Nobody can do two things at the same time and do them both well.“ – Don Marquis  ""Piensa en el medio ambiente. Antes de imprimir este correo electrónico, por favor considera si es necesario.""    NOTA CONFIDENCIAL:  La información contenida en este correo electrónico y cualquier archivo adjunto son originados por la Universidad Nacional Autónoma de Honduras (UNAH); es de uso privilegiado y/o confidencial y sólo puede ser utilizada por la persona, entidad o compañía a la cual está dirigido. Si usted ha recibido este mensaje por error, favor destruirlo y avisar al remitente. Si usted no es el destinatario no deberá revelar, copiar, distribuir o tomar cualquier acción basado en los contenidos del mensaje. Cualquier retención, diseminación o distribución total o parcial no autorizada de este mensaje está estrictamente prohibida y sancionada por la ley. Las observaciones y opiniones expresadas en este mensaje de correo electrónico pueden no necesariamente ser aquellos de la administración o funcionarios de la UNAH.    CONFIDENTIAL NOTE:  The information contained in this e-mail and any attachments transmitted are originated by the National Autonomous University of Honduras (UNAH); its use is privileged and/or confidential and may only be used by the individual, entity or company to whom it is addressed. If you have received this e-mail by error, please destroy it and contact the sender. If you are not the addressee you may not disclose, copy, distribute or take any action based on its contents. Any unauthorized retention, dissemination, distribution or copying of any part of this message is strictly prohibited and sanctioned by law. The views and opinions expressed in this e-mail message may not necessarily be those of UNAH management or directives.",Suspicious/Scam
"CSC 326 on Piazza <no-reply@piazza.com>  : Mon, Apr 15, 2024 at 5:43 AM  Subject: Extra Credit Badges  To: <mthoma26@ncsu.edu>  Your classmate posted a new Question.    Extra Credit Badges    Are line and coverage badges considered extra credit?    Click here to view. Search or link to this question with @334. Follow it to get notified when a response comes in.    Sign up for more classes at http://piazza.com/ncsu.      Thanks,  The Piazza Team  --  Contact us at team@piazza.com",Neutral/Benign
"McKinley Keener (via Courses 2023-2024) <moodle-noreply@ncsu.edu>  : Sun, Apr 14, 2024 at 6:33 PM  Subject: ENG 282 (001) SPRG 2024: monday 4/15 class cancelled!  To: Merilyn Thomas <mthoma26@ncsu.edu>  Hello dears,    I received an email today that there will be a celebration tomorrow night on Hillsborough Street starting at 7pm. In light of this, tomorrow evening's class has been cancelled. I want you all to be able to partake in the festivities if you so please, plus I'm scared of traffic and don't want my car stuck in Dan Allen overnight. This week was going to be Monday screening / Wednesday lecture anyway, so please watch the entirety of Treasure Planet before Wednesday's class. It's such a magical film and well worth viewing as an adult. I will lecture on Wednesday, and then we'll have our final discussion of the semester. If you need anything in the meantime, I'm an email away.    In kindness,    M",Neutral/Benign
"Chipotle Mexican Grill <chipotle@email.chipotle.com>  : Mon, May 13, 2024 at 1:10 PM  Subject: DÉJÀ VU: Your new Extra is here 👇  To: <thomas.merilyn@gmail.com>  Chipotle Rewards. Chipotle Again. Chipotle Again. Chipotle Again. Order twice this week and earn 100 extra points* and the Déja Vu badge.     Order Now  *Offer expires 5/19. Full terms below.      WHAT ARE BADGES  Badges are exclusive, limited edition achievements you can earn from completing challenges called Extras      HOW TO EARN  Check your Chipotle Rewards emails and the Extras section of the Chipotle App to find chances to earn      COLLECTING BADGES  You can always find (and show off) your earned badges in your Rewards account    My Extras  Where to find your extras. 1. Open the app and swipe right. 2. Tap on the “Extras” tab. 3. Explore your current Extras and past achievements all in one place.  Your Extra Achievements  BADGE1     BADGE2     BADGE3  See All  Footer Banner  Order Online  My Rewards  Download the App  Chipotle Logo  Cultivate a Better World.  Chipotle TikTok      Chipotle Instagram      Chipotle Twitter      Chipotle Facebook     *Offer valid for 100 Chipotle Rewards extra points and digital achievement badge; only valid after two single transactions made from May 13 through May 19, 2024. Maximum one offer per Rewards account holder. Presentation of valid Chipotle Rewards account at each transaction required to earn the offer. Restrictions may apply to use with other coupons, promotions, or special offers.  This email was sent to thomas.merilyn@gmail.com  Customer Service      Manage Preferences  Unsubscribe  CMG Strategy Co, LLC.  610 Newport Center Drive  Newport Beach, CA 92660 • USA  ©2024 CMG Strategy Co, LLC.  Chipotle Rewards  Terms of Use  Privacy Policy",Neutral/Benign
"Connolly Donation® <aasif.sayyed@tikona.co.in>  : Mon, May 13, 2024 at 4:27 PM  Subject:  To:    Greetings,     My name is Patrick Connolly, In 2019, My wife and I won the sum of £115 million Pounds on the EuroMillions jackpot. We are giving some of the money we won back to the community to help others. We have donated 25% of our winnings to Charities. And we also plan to give away another 25% to private individuals this year (2024). We have decided to donate US$37,500,000 to 50 random people. Your Reference Code is (REPUK/FPC2024/48765/BLN).    We sent this message out to 2800 random email addresses. If you receive this email with a reference code in it, then it means the sum of $750,000 will be donated to you. Reply this email to claim your price, please include your reference number in the email.    Regards  Frances Connolly  _______________________________    HTML Disclaimer  Please do not print this email unless it is absolutely necessary  Warning : This message contains business confidential information . This message does not affect or modify any binding agreement nor state official policy of Tikona Infinet Pvt. Ltd. (TIPL ) unless digitally signed by TIPL's authorised signatory. TIPL does not accept any liability for any errors, loss, delayed delivery, tampering, corruption or presence of viruses in this message or any attachment.",Suspicious/Scam
"""Dorian O. Dalmau"" <correyfwkbulthuis366@gmail.com>  : May 15, 2024 at 9:25:06 AM EDT  To: David Macfadyen <djm@ihire.com>  Subject: Order Confirmation  Hey there!    We are grateful for your business. May your goals be realized. If you're feeling a bit puzzled or just wanna chat, hit up our support crew - we're here 24/7 for you!  Thanks a bunch for picking us, and we can't wait to lend a hand again in the future. Keep your support client key [gkeermg-aadcbc52-bac0-4dc8-8d34-e2a5ee3c1ac2] handy, just in case.    Catch you later!    Regards,    Support Crew    Dorian O. Dalmau",Neutral/Benign
"Megan Coursey <meganpc@comcast.net>  : May 15, 2024 at 2:24:21 PM EDT  To: Megan Coursey <meganpc@comcast.net>  Subject: Coconut-Miso Salmon Curry  Recipe  Time: 25 minutes  Yield: 4 servings    https://cooking.nytimes.com/recipes/1020045-coconut-miso-salmon-curry  Download The New York Times Cooking App on the App Store.",Neutral/Benign
"Megan Coursey <meganpc@comcast.net>  : May 15, 2024 at 2:24:21 PM EDT  To: Megan Coursey <meganpc@comcast.net>  Subject: Coconut-Miso Salmon Curry   Recipe  Time: 25 minutes  Yield: 4 servings    https://cooking.nytimes.com/recipes/2324-fettuccine-with-asparagus  Download The New York Times Cooking App on the App Store.      Sent from my iPhone",Neutral/Benign
"Brian McAllister <Brian.McAllister@ihire.com>  : May 14, 2024 at 2:50:25 PM EDT  To: Megan Coursey <meganpc@comcast.net>  Subject: RE: Question  Thanks Megan -     Happy to help get him set up. Please feel free to copy me on an introduction when ready.     Enjoy your day,  Brian",Neutral/Benign
"Marie Burnett <marie.burnett@ihire.com>  Sent: Monday, February 26, 2024 11:28 AM  To: Megan Coursey <meganpc@comcast.net>; Brian McAllister <Brian.McAllister@ihire.com>  Subject: RE: Question  Hi Megan, hop you are well. I'm well, just pining for spring. Adding Brian to the thread, he will be able to assist you and your friend.",Neutral/Benign
"Megan Coursey <meganpc@comcast.net>  Sent: Friday, February 23, 2024 1:34 PM  To: Marie Burnett <marie.burnett@ihire.com>  Subject: Question  Hello Marie,     Do we still do the free Friends and Family subscription? A family friend just lost his job with the first baby on the way and his wife is a student so I wanted to offer that if it is still an option.     Hope you are well!  Megan Coursey   ",Neutral/Benign
"Dr. Jessica Williams <jw0395342@gmail.com>  : Wed, May 1, 2024 at 7:16 PM  Subject: Data Entry Assistant job offer  To: David Horine <djhorine@ncsu.edu>  GOOD NEWS! GOOD NEWS!! GOOD NEWS!!!  This is a great opportunity for you to work while  studying.  Do you know you can make up to $550 weekly by  working remotely and you will get paid. This will not  affect your study, and this can also prepare you  ahead.  If you are interested and can work as a Virtual Assistant, kindly send your name, and phone number for interview and review to: drjamesnelson24@gmail.com  Thanks ",Suspicious/Scam
"Daniels Brantley <dachibicabra@gmail.com>  : Wed, Apr 24, 2024 at 2:50 AM  Subject: Work Study: North Carolina State University  To: <wchodnet@ncsu.edu>, <wdholt@ncsu.edu>, <anhollin@ncsu.edu>, <ahoyek@ncsu.edu>, <amhoss@ncsu.edu>, <tbhorton@ncsu.edu>, <bzhouff@ncsu.edu>, <bxhorner@ncsu.edu>, <kbholt@ncsu.edu>, <cmhouse3@ncsu.edu>, <chorne3@ncsu.edu>, <clhowes@ncsu.edu>, <caholden@ncsu.edu>, <djhorine@ncsu.edu>, <evholtz@ncsu.edu>, <echodge@ncsu.edu>, <ejhoots@ncsu.edu>, <gkhoneyc@ncsu.edu>, <hehoeing@ncsu.edu>, <hshollom@ncsu.edu>, <iahorne@ncsu.edu>, <rjhooks2@ncsu.edu>, <jchoggar@ncsu.edu>, <jahodge6@ncsu.edu>, <jdholt4@ncsu.edu>, <thompoo@ncsu.edu>, <jsholzwo@ncsu.edu>, <jhhobbs@ncsu.edu>, <jhowell@ncsu.edu>, <kmhoove3@ncsu.edu>, <khooten@ncsu.edu>, <klhodge2@ncsu.edu>, <khomwon@ncsu.edu>, <lehowar5@ncsu.edu>, <lmhoke@ncsu.edu>, <mmholla2@ncsu.edu>, <mrholbro@ncsu.edu>, <mchommas@ncsu.edu>, <nchoyle@ncsu.edu>, <anhogan3@ncsu.edu>, <oghoffma@ncsu.edu>, <ohhodges@ncsu.edu>, <pchovis@ncsu.edu>, <rehoneyc@ncsu.edu>, <reholste@ncsu.edu>, <rfholcom@ncsu.edu>, <smhoove3@ncsu.edu>, <sghollow@ncsu.edu>, <shong25@ncsu.edu>, <sho4@ncsu.edu>, <tdhostet@ncsu.edu>, <vahodges@ncsu.edu>, <aphortin@ncsu.edu>, <apholla5@ncsu.edu>, <brhoke@ncsu.edu>, <bchoarty@ncsu.edu>, <byhou@ncsu.edu>, <behouser@ncsu.edu>, <bcholbro@ncsu.edu>, <cjholbro@ncsu.edu>, <cehobgoo@ncsu.edu>, <echovand@ncsu.edu>, <eihorner@ncsu.edu>, <gmholbro@ncsu.edu>, <hphorwit@ncsu.edu>, <hwhosse@ncsu.edu>, <jmhowar5@ncsu.edu>, <jeholley@ncsu.edu>, <jnho@ncsu.edu>, <jhhoang@ncsu.edu>  From The Office Of Mr. Daniels Brantley,  Salary: $400/Weekly  Hours: 1-3 Hours/Daily    Job Description:  The Dean’s office requires the services of students to assist professors with correspondence, keep records, make appointments, and carry out similar tasks.. You can work from home with reasonable wages & bonuses. The pay is reasonable enough and you can participate in this position regardless.  The job does not require any experience or special skills needed to participate in this position. Whatever talents or passions you may possess, you will be a welcome addition to this Part-Time Position.    Qualifications:  • Microsoft office knowledge (word, excel, Power Point)  • Trustworthy  • Excellent observational skills.  • Computer Savvy    Additional Information:  To apply for this position, kindly contact DR. SEUNG LEE via Signal Mobile App on +1 (910) 275-5049, and make sure you apply with the following information: your full name, email address, year of study, and department. Once again Failure to apply appropriately may cause delay in processing your application.      Best Regards    C/O  DR. SEUNG LEE  Title: Research Scholar  Dean’s Office  North Carolina State University",Suspicious/Scam
"Jaxon Smith <jaxon.smith@students.collegepulse.com>  : Sun, Apr 21, 2024 at 7:25 PM  Subject: Hey there, can we send you coffee? ☕  To: <drnegron@ncsu.edu>  Hey there!    We hope you’re doing great and enjoying your time at North Carolina State University at Raleigh. We want to make your experience even better, and that’s why we need your help. We’re conducting a quick survey to learn more about campus politics, and we’d love to hear your perspective!    Here's the best part--as a thank you for your time and input, we'll send you $8 redeemable at Starbucks (or your choice of 700+ other stores and charities).    Start the Study    Unsubscribe",Neutral/Benign
"George List <gflist@ncsu.edu>  : Tue, Apr 30, 2024 at 7:19 AM  Subject: Exam today  To: Ramon Antonio Olguin <rantoni@ncsu.edu>, Trey Bass <jmbass@ncsu.edu>, Ryan Bernier <rnbernie@ncsu.edu>, Jacob Biedrzycki <jrbiedrz@ncsu.edu>, Ethan Bray <elbray@ncsu.edu>, Raven Browne <rebrowne@ncsu.edu>, William Bryan <wlbryan@ncsu.edu>, Matthew Cain <mrcain2@ncsu.edu>, Sam Capps <sdcapps@ncsu.edu>, Jack Davis <jdavis27@ncsu.edu>, Everette Dodd <eldodd2@ncsu.edu>, Kyle Eiben <kjeiben@ncsu.edu>, Caleb Ferree <ccferree@ncsu.edu>, Jaylin Fisher <jefishe3@ncsu.edu>, Jack Flanary <jsflanar@ncsu.edu>, John Floyd <jafloyd2@ncsu.edu>, Liam Fowler <lbfowle2@ncsu.edu>, Logan Garrison <lcgarris@ncsu.edu>, Bradley Gentry <bdgentry@ncsu.edu>, Deacon Greene <dwgreene@ncsu.edu>, Jack Hartingh <jwhartin@ncsu.edu>, Sean Herbst <spherbst@ncsu.edu>, Joshua Hernandez <jjherna5@ncsu.edu>, Nathan Kiser <ngkiser@ncsu.edu>, Nick Lail <nclail@ncsu.edu>, James Lajcin <jlajcin@ncsu.edu>, John Lavezzo <jslavezz@ncsu.edu>, Isaiah Lefler <ijlefler@ncsu.edu>, Alex London <salondon@ncsu.edu>, Zach Lynch <zjlynch@ncsu.edu>, Cal Madden <cjmadde2@ncsu.edu>, Tyler Munder <twmunder@ncsu.edu>, Demario Negron <drnegron@ncsu.edu>, Andrew Tanner <aptanner@ncsu.edu>, Justin Ouellette <jaouelle@ncsu.edu>, Elista Parks <esparks@ncsu.edu>, Chelby Pascale <cnpascal@ncsu.edu>, Puja Patel <papate22@ncsu.edu>, Freeda Po <fpo@ncsu.edu>, Lindsey Sikorski <lasikors@ncsu.edu>, Caleb Souther <cbsouth2@ncsu.edu>, Khanh Phan <knphan@ncsu.edu>, Ethan Stanley <ejstanl2@ncsu.edu>, Seth Wilder <swilder@ncsu.edu>, Ali Zalzala <aazalzal@ncsu.edu>, Jonathan Zavaglia <jdzavagl@ncsu.edu>  CC: Fahim Kafashan <fkafash@ncsu.edu>    This is a reminder that the final exam is this morning, 8:30 - 11:00. It's on-line. You need to join the Zoom room; Fahim sent you an invitation; and have your camera on. The only thing you're allowed to have is a simple calculator..     All the best,  George List    Professor and Former Head    Civil, Construction, and Environmental Engineering    NC State University    (919)515-8038    gflist@ncsu.edu",Neutral/Benign
" Alvin Coghill <Alvin_Coghill@aligntch.com>  Sent: Wednesday, May 1, 2024 1:04 PM  To: Jaylan Argo <jargo@aligntech.com>  Subject: Video of you         Saw you in this video! https://bit.ly/fX7t692",Suspicious/Scam
"lkandrews@imetweb.net <lkandrews@imetweb.net>  : Wed, May 15, 2024 at 5:20 PM  Subject: Dear winner  To:  Dear winner    I am Mr Richard Wahl, the mega winner of $533 Million USD in Mega Millions Jackpot, I'm donating to 5 random individuals. If you get this email then your email was selected after a spin ball. I have  spread most of my wealth over a number of charities and organizations.I have voluntarily decided to donate the sum of $2 Million USD to you as one of the selected 5, to verify my winnings please see my youtube website page below. WATCH ME HERE: https: //www.youtube.com/watch?v=tne02ExNDrw  ___________________________________________________________  THIS IS YOUR DONATION CODE: 0043034    Reply with the DONATION CODE to this email: edwar_roggers@yahoo.com  He will send it to you either by Cashier check or ATM Card.    Contact my personal Assistant  Name: Mr.Edward Rogers  Email: (edwar_roggers@yahoo.com)    Hope to make you and your family happy.    Regards    Mr.Richard Wahl",Suspicious/Scam
"Katerina Ramos, Red Wolf Education & Outreach Coordinator, NCWF <katerina@ncwf.org>  : Fri, May 17, 2024 at 8:30 AM  Subject: Step Up for Red Wolves  To: <tlbelus@ncsu.edu>     Good morning Trisha,        Today is Endangered Species Day and you have an opportunity to protect, conserve, and restore Red Wolves in the wild in North Carolina. As one of the most endangered canids in the world, only found in the wild in North Carolina, what could be a greater purpose on this Endangered Species Day?        To get inspired, watch my brief video below to learn about Red Wolves and why Endangered Species Day is so important.    Endangered Species Day message from NCWF Red Wolf Education & Outreach Coordinator  With 17 known Red Wolves in the wild, they are threatened daily by roads and vehicles running throughout their habitat as well as by gunshot. NCWF is committed to addressing these risks.        When you drive on U.S. Highway 64 towards Alligator River National Wildlife Refuge, you will likely see electronic signage telling you to slow down because you're in Red Wolf territory. NCWF helped pay for these signs and is advocating for more fencing and wildlife crossings to prevent Red Wolf and other wildlife vehicle collisions.        You may also see signs on private property that read ""Prey for the Pack"". NCWF works with U.S. Fish and Wildlife Service and private landowners on the Albemarle Peninsula to expand Red Wolf habitat by making habitat improvements that benefit Red Wolves, other wildlife, and the landowner through this cost-share program.        I work every day to raise awareness about Red Wolves by operating the Red Wolf Center in Columbia, North Carolina. However, my favorite way to share the Red Wolf story is taking people out on the Alligator River and Pocosin Lakes National Wildlife Refuges to experience Red Wolf habitat and all the wildlife that live there.        Come visit me at the Red Wolf Center and in the meantime, I invite you to donate to NCWF's Endangered Species May campaign to raise $10,000 by the end of May for Red Wolves, other listed wildlife, and those of greatest conservation need in North Carolina.        We are lucky here in North Carolina, to be home to the world's only wild Red Wolves. Let's not let them go extinct on our watch!        Thank you for caring and I hope to see you at the Red Wolf Center soon!        Gratefully,    Kat    Donate  	  Katerina Ramos    Red Wolf Education & Outreach Coordinator    North Carolina Wildlife Federation    1221 NC-94    Columbia, NC 27925    Phone (252) 766-0320     Web www.ncwf.org Email Katerina@ncwf.org    P.S. Consider a recurring automated monthly donation. It is the most efficient and effective way to donate to NCWF and help endangered Red Wolves in North Carolina on Endangered Species Day and throughout the year.        www.ncwf.org    Facebook  Instagram  Linkedin  Youtube    Contact Us    Sign Up    Privacy Policy    Learn More    Ways to Give        North Carolina Wildlife Federation | 1346 St. Julien Street, Charlotte, NC 28205  Unsubscribe tlbelus@ncsu.edu  Up Profile | Our Privacy Policy | Constant Contact Data Notice  Sent by katerina@ncwf.org powered by  Trusted Email from Constant Contact - Try it FREE today.  Try email marketing for free today!",Neutral/Benign
"Piedmont Wildlife Center <admin@piedmontwildlifecenter.org>  : Thu, May 16, 2024 at 10:29 AM  Subject: ""Shell-A-Brate"" World Turtle Day at Piedmont Wildlife Center!  To: <tlbelus@ncsu.edu>    Calling All Turtle Lovers!       You're invited to Shell-A-Brate World Turtle Day at Piedmont Wildlife Center on Thursday, May 23rd from 5:30-7:00 PM!     This all-outdoor, relaxed event will include the unveiling of our new outdoor box turtle enclosure, box turtle activity booths, Turtle Treks, photo ops, and meet-and-greets with live box turtles! You'll even get the chance to learn how to participate in our citizen science project, Turtle Trekkers.       This event is FREE with a suggested $10 donation to help cover food costs and husbandry needs for our resident box turtles.       No registration required; simply show up at Piedmont Wildlife Center in Leigh Farm Park ready to Shell-A-Brate!    World Turtle Day Event at Piedmont Wildlife Center      Calling All Turtle Lovers!       You're invited to Shell-A-Brate World Turtle Day at Piedmont Wildlife Center on Thursday, May 23rd from 5:30-7:00 PM!     This all-outdoor, relaxed event will include the unveiling of our new outdoor box turtle enclosure, box turtle activity booths, Turtle Treks, photo ops, and meet-and-greets with live box turtles! You'll even get the chance to learn how to participate in our citizen science project, Turtle Trekkers.       This event is FREE with a suggested $10 donation to help cover food costs and husbandry needs for our resident box turtles.       No registration required; simply show up at Piedmont Wildlife Center in Leigh Farm Park ready to Shell-A-Brate!    World Turtle Day Event at Piedmont Wildlife Center  ",Neutral/Benign
"Tim Gestwicki, CEO, NCWF <tim@ncwf.org>  : Thu, May 16, 2024 at 8:31 AM  Subject: Remembering Extinct Wildlife in NC  To: <tlbelus@ncsu.edu>  Trisha,        I often get questions about the prominent bison in NCWF's logo. It was introduced in 1969 to commemorate the organization’s 25th anniversary. It symbolizes NCWF's vision and strengths.        The National Bison Legacy Act, passed by Congress in April 2016, made the bison a U.S. symbol of resilience, unity, and healthy landscapes and communities.        Bison, unlike cattle, do not turn their backs to storms and bad weather, but face directly into the rain and winds. Like the bison, NCWF is agile, strong, dedicated to the cause, and faces a challenge full on.        Maybe one day the bison will be reintroduced in the wild in North Carolina too.        Other extinct species that once called North Carolina home, include the Carolina parakeet, passenger pigeon, and Bachman's warbler.        Though these species are some of the few to go fully extinct since colonization, they are not alone in facing threats of extinction, and they are certainly not the only ones to experience significant population declines at the hands of market hunting, habitat loss, and resource scarcity.        Tomorrow is Endangered Species Day and NCWF is raising awareness about endangered, threatened, and species of greatest conservation need in order to prevent further losses. You can make a difference right now by doing two things:        Read more about extinct wildlife in North Carolina  Donate to NCWF's Endangered Species May campaign to raise $10,000 by the end of May to support NCWF's work to protect, conserve, and restore listed species and those of greatest conservation need.      Losing wildlife affects us all. Together, we can make a difference.        Thank you,    Tim    Donate  	  Tim Gestwicki    CEO    North Carolina Wildlife Federation    1346 St. Julien Street    Charlotte, NC 28205    Phone (704) 332-5696     Web www.ncwf.org Email Tim@ncwf.org    P.S. Consider a recurring automated monthly donation. It is the most efficient and effective way to donate to NCWF and help endangered wildlife in North Carolina on Endangered Species Day and throughout the year.",Neutral/Benign
"David from Roomadillo <david@helloroomadillo.com>  : Fri, May 10, 2024 at 11:20 AM  Subject: Trisha, need a room for summer?  To: Trisha <tlbelus@ncsu.edu>      Hey Trisha!    I'm David, cofounder of Roomadillo—a UNC based startup which helps students secure summer, semester, and yearlong housing! We work only with students and colleges to create a trusted community for reliable housing opportunities at below market rents!         If you're looking for a place to stay, here's how we can help:    Visit Roomadillo.com/ncsu 📍  Browse verified listings and filter by price, s, and location 🗺️  Secure your ideal room in just a few clicks 🎉  Have questions? We’ll be here to help you from start to finish 🏡       Since last March, Roomadillo has saved UNC and NCSU students over a quarter million in unused rent. We regularly work with students taking summer classes, studying abroad, interning, or who just don't want to be locked into a year long lease!         Have questions? Reach out anytime!         David Hao | UNC '23    Roomadillo.com    Click here to unsubscribe  ",Neutral/Benign
"Coral Minchey <cminchey@gwf.org>  : Fri, Apr 26, 2024 at 11:01 AM  Subject: Academics Afield - Help Conservation by Completing this Post-Program Survey  To: Trisha Belus  Dear Academics Afield Alumni,  We hope this message finds you well. You are receiving this email because you may have previously participated in our Academics Afield hunting workshops, an experience we hope was both enriching and inspiring. Now that you've completed the program, we are eager to hear about your experience.   We kindly invite you to complete a brief survey, which will take approximately 5-10 minutes. Your insights are invaluable and will help us assess the impact of our program and identify ways to improve and expand our outreach. Your feedback will directly influence future workshops and contribute to broader conservation initiatives.  https://ncsu.qualtrics.com/jfe/form/SV_bq2NDI5e3NkLDgy  We understand that your time is precious, and we greatly appreciate your willingness to help us better understand the long-term engagement of our participants in hunting and conservation efforts. Whether or not you have continued to hunt, your experiences and opinions are important to us and the wildlife we strive to protect.  Thank you for your commitment to wildlife conservation and for helping us shape the future of responsible hunting.  Warm regards,  Coral Minchey    Academics Afield Facilitator    Georgia Wildlife Federation    cminchey@gwf.org   912-507-3086  ",Neutral/Benign
"SciStarter <info@scistarter.org>  : Thu, Apr 25, 2024 at 5:51 PM  Subject: Thanks a MILLION…Acts of Science!  To: <tlbelus@ncsu.edu>      You deserve a pat on the back, Belus!    We did it! ONE MILLION Acts of Science during Citizen Science Month this April! All BEFORE the end of the month!  We are so proud of the entire SciStarter community! Thank you 🙌 for being a part of this adventure and for giving your time and energy to so many of the citizen science projects and events listed on SciStarter.     If you have participated in any SciStarter Affiliate projects, your participation is already counted and on our Wall of Fame. It's not too late to be included on the Wall of Fame for other projects! Using this simple reporting form, you can report other acts (from non-affiliate projects and events).    There is still an entire weekend of events left and we welcome your participation! Here are four for your consideration:      Stall Catchers and the Girl Scouts Overseas 💚 invite you to join their online team to analyze images and help accelerate research on Alzheimer's disease. If you are a Girl Scout, find and join your team here . If you'd like to support the Girl Scouts' effort, join the SciStarter Team.    Join more than 3,000 other volunteers on Monday, April 29th, to learn about the All of Us Research Program during Genes and Journeys: Bridging Gaps in Medical and Societal Accessibility. The All of Us Research Program invites you to engage in this national health research project. The Network of the National Library of Medicine All of Us Program Center (NAPC) is a major sponsor of Citizen Science Month.    The City Nature Challenge 🏙️ begins Friday, April 26th! Cities all around the world are preparing to share observations of nature this weekend! Find details here.  Get Started: Download iNaturalist and create an iNaturalist account. (Optional) Then add your iNat username to your SciStarter profile in ""Info & Settings"" so each of your nature observations are counted towards the One Million Acts of Science initiative. You'll only do this once. Then...it's time to start observing wildlife all around you!    Then... Celebrate Citizen Science Month outcomes with us on Tuesday, April 30th during SciStarter LIVE at 2pm ET on Zoom. Register to join us here: SciStarter.org/go/LIVE. We'll highlight contributions, hear from participants (including you, we hope!) and reflect on preliminary outcomes. Complete this survey about your experience as a participant and you’ll be eligible for prizes! 🎁 If you're a facilitator of citizen science events, you can also take this survey to share your experience with us.      Here’s an easy way to share news of your involvement in Citizen Science Month on social media:    “We did it! #OneMillionActsofScience during #CitizenScienceMonth with @SciStarter and many collaborators! Www.OneMillionActsofScience.org""    Thanks a million....acts of science!    Emma Giles she/her    Manager of Public Outreach and Programs @SciStarter    Unsubscribe",Neutral/Benign
